"","x"
"155007",0
"155008",0
"155009",0
"155010",0
"155011",0
"155012",0
"155013",0
"155014",0
"155015",0
"155016",0
"155017",0
"155018",0
"155019",0
"155020",0
"155021",0
"155022",0
"155023",0
"155024",0
"155025",0
"155026",0
"155027",0
"155028",0
"155029",0
"155030",0
"155031",0
"155032",0
"155033",0
"155034",0
"155035",0
"155036",0
"155037",0
"155038",0
"155039",0
"155040",0
"155041",0
"155042",0
"155043",0
"155044",0
"155045",0
"155046",0
"155047",0
"155048",0
"155049",0
"155050",0
"155051",0
"155052",0
"155053",0
"155054",0
"155055",0
"155056",0
"155057",0
"155058",0
"155059",0
"155060",0
"155061",0
"155062",0
"155063",0
"155064",0
"155065",0
"155066",0
"155067",0
"155068",0
"155069",0
"155070",0
"155071",0
"155072",0
"155073",0
"155074",0
"155075",0
"155076",0
"155077",0
"155078",0
"155079",0
"155080",0
"155081",0
"155082",0
"155083",0
"155084",0
"155085",0
"155086",0
"155087",0
"155088",0
"155089",0
"155090",0
"155091",0
"155092",0
"155093",0
"155094",0
"155095",0
"155096",0
"155097",0
"155098",0
"155099",0
"155100",0
"155101",0
"155102",0
"155103",0
"155104",0
"155105",0
"155106",0
"155107",0
"155108",0
"155109",0
"155110",0
"155111",0
"155112",0
"155113",0
"155114",0
"155115",0
"155116",0
"155117",0
"155118",0
"155119",0
"155120",0
"155121",0
"155122",0
"155123",0
"155124",0
"155125",0
"155126",0
"155127",0
"155128",0
"155129",0
"155130",0
"155131",0
"155132",0
"155133",0
"155134",0
"155135",0
"155136",0
"155137",0
"155138",0
"155139",0
"155140",0
"155141",0
"155142",0
"155143",0
"155144",0
"155145",0
"155146",0
"155147",0
"155148",0
"155149",0
"155150",0
"155151",0
"155152",0
"155153",0
"155154",0
"155155",0
"155156",0
"155157",0
"155158",0
"155159",0
"155160",0
"155161",0
"155162",0
"155163",0
"155164",0
"155165",0
"155166",0
"155167",0
"155168",0
"155169",0
"155170",0
"155171",0
"155172",0
"155173",0
"155174",0
"155175",0
"155176",0
"155177",0
"155178",0
"155179",0
"155180",0
"155181",0
"155182",0
"155183",0
"155184",0
"155185",0
"155186",0
"155187",0
"155188",0
"155189",0
"155190",0
"155191",0
"155192",0
"155193",0
"155194",0
"155195",0
"155196",0
"155197",0
"155198",0
"155199",0
"155200",0
"155201",0
"155202",0
"155203",0
"155204",0
"155205",0
"155206",0
"155207",0
"155208",0
"155209",0
"155210",0
"155211",0
"155212",0
"155213",0
"155214",0
"155215",0
"155216",0
"155217",0
"155218",0
"155219",0
"155220",0
"155221",0
"155222",0
"155223",0
"155224",0
"155225",0
"155226",0
"155227",0
"155228",0
"155229",0
"155230",0
"155231",0
"155232",0
"155233",0
"155234",0
"155235",0
"155236",0
"155237",0
"155238",0
"155239",0
"155240",0
"155241",0
"155242",0
"155243",0
"155244",0
"155245",0
"155246",0
"155247",0
"155248",0
"155249",0
"155250",0
"155251",0
"155252",0
"155253",0
"155254",0
"155255",0
"155256",0
"155257",0
"155258",0
"155259",0
"155260",0
"155261",0
"155262",0
"155263",0
"155264",0
"155265",0
"155266",0
"155267",0
"155268",0
"155269",0
"155270",0
"155271",0
"155272",0
"155273",0
"155274",0
"155275",0
"155276",0
"155277",0
"155278",0
"155279",0
"155280",0
"155281",0
"155282",0
"155283",0
"155284",0
"155285",0
"155286",0
"155287",0
"155288",0
"155289",0
"155290",0
"155291",0
"155292",0
"155293",0
"155294",0
"155295",0
"155296",0
"155297",0
"155298",0
"155299",0
"155300",0
"155301",0
"155302",0
"155303",0
"155304",0
"155305",0
"155306",0
"155307",0
"155308",0
"155309",0
"155310",0
"155311",0
"155312",0
"155313",0
"155314",0
"155315",0
"155316",0
"155317",0
"155318",0
"155319",0
"155320",0
"155321",0
"155322",0
"155323",0
"155324",0
"155325",0
"155326",0
"155327",0
"155328",0
"155329",0
"155330",0
"155331",0
"155332",0
"155333",0
"155334",0
"155335",0
"155336",0
"155337",0
"155338",0
"155339",0
"155340",0
"155341",0
"155342",0
"155343",0
"155344",0
"155345",0
"155346",0
"155347",0
"155348",0
"155349",0
"155350",0
"155351",0
"155352",0
"155353",0
"155354",0
"155355",0
"155356",0
"155357",0
"155358",0
"155359",0
"155360",0
"155361",0
"155362",0
"155363",0
"155364",0
"155365",0
"155366",0
"155367",0
"155368",0
"155369",0
"155370",0
"155371",0
"155372",0
"155373",0
"155374",0
"155375",0
"155376",0
"155377",0
"155378",0
"155379",0
"155380",0
"155381",0
"155382",0
"155383",0
"155384",0
"155385",0
"155386",0
"155387",0
"155388",0
"155389",0
"155390",0
"155391",0
"155392",0
"155393",0
"155394",0
"155395",0
"155396",0
"155397",0
"155398",0
"155399",0
"155400",0
"155401",0
"155402",0
"155403",0
"155404",0
"155405",0
"155406",0
"155407",0
"155408",0
"155409",0
"155410",0
"155411",0
"155412",0
"155413",0
"155414",0
"155415",0
"155416",0
"155417",0
"155418",0
"155419",0
"155420",0
"155421",0
"155422",0
"155423",0
"155424",0
"155425",0
"155426",0
"155427",0
"155428",0
"155429",0
"155430",0
"155431",0
"155432",0
"155433",0
"155434",0
"155435",0
"155436",0
"155437",0
"155438",0
"155439",0
"155440",0
"155441",0
"155442",0
"155443",0
"155444",0
"155445",0
"155446",0
"155447",0
"155448",0
"155449",0
"155450",0
"155451",0
"155452",0
"155453",0
"155454",0
"155455",0
"155456",0
"155457",0
"155458",0
"155459",0
"155460",0
"155461",0
"155462",0
"155463",0
"155464",0
"155465",0
"155466",0
"155467",0
"155468",0
"155469",0
"155470",0
"155471",0
"155472",0
"155473",0
"155474",0
"155475",0
"155476",0
"155477",0
"155478",0
"155479",0
"155480",0
"155481",0
"155482",0
"155483",0
"155484",0
"155485",0
"155486",0
"155487",0
"155488",0
"155489",0
"155490",0
"155491",0
"155492",0
"155493",0
"155494",0
"155495",0
"155496",0
"155497",0
"155498",0
"155499",0
"155500",0
"155501",0
"155502",0
"155503",0
"155504",0
"155505",0
"155506",0
"155507",0
"155508",0
"155509",0
"155510",0
"155511",0
"155512",0
"155513",0
"155514",0
"155515",0
"155516",0
"155517",0
"155518",0
"155519",0
"155520",0
"155521",0
"155522",0
"155523",0
"155524",0
"155525",0
"155526",0
"155527",0
"155528",0
"155529",0
"155530",0
"155531",0
"155532",0
"155533",0
"155534",0
"155535",0
"155536",0
"155537",0
"155538",0
"155539",0
"155540",0
"155541",0
"155542",0
"155543",0
"155544",0
"155545",0
"155546",0
"155547",0
"155548",0
"155549",0
"155550",0
"155551",0
"155552",0
"155553",0
"155554",0
"155555",0
"155556",0
"155557",0
"155558",0
"155559",0
"155560",0
"155561",0
"155562",0
"155563",0
"155564",0
"155565",0
"155566",0
"155567",0
"155568",0
"155569",0
"155570",0
"155571",0
"155572",0
"155573",0
"155574",0
"155575",0
"155576",0
"155577",0
"155578",0
"155579",0
"155580",0
"155581",0
"155582",0
"155583",0
"155584",0
"155585",0
"155586",0
"155587",0
"155588",0
"155589",0
"155590",0
"155591",0
"155592",0
"155593",0
"155594",0
"155595",0
"155596",0
"155597",0
"155598",0
"155599",0
"155600",0
"155601",0
"155602",0
"155603",0
"155604",0
"155605",0
"155606",0
"155607",0
"155608",0
"155609",0
"155610",0
"155611",0
"155612",0
"155613",0
"155614",0
"155615",0
"155616",0
"155617",0
"155618",0
"155619",0
"155620",0
"155621",0
"155622",0
"155623",0
"155624",0
"155625",0
"155626",0
"155627",0
"155628",0
"155629",0
"155630",0
"155631",0
"155632",0
"155633",0
"155634",0
"155635",0
"155636",0
"155637",0
"155638",0
"155639",0
"155640",0
"155641",0
"155642",0
"155643",0
"155644",0
"155645",0
"155646",0
"155647",0
"155648",0
"155649",0
"155650",0
"155651",0
"155652",0
"155653",0
"155654",0
"155655",0
"155656",0
"155657",0
"155658",0
"155659",0
"155660",0
"155661",0
"155662",0
"155663",0
"155664",0
"155665",0
"155666",0
"155667",0
"155668",0
"155669",0
"155670",0
"155671",0
"155672",0
"155673",0
"155674",0
"155675",0
"155676",0
"155677",0
"155678",0
"155679",0
"155680",0
"155681",0
"155682",0
"155683",0
"155684",0
"155685",0
"155686",0
"155687",0
"155688",0
"155689",0
"155690",0
"155691",0
"155692",0
"155693",0
"155694",0
"155695",0
"155696",0
"155697",0
"155698",0
"155699",0
"155700",0
"155701",0
"155702",0
"155703",0
"155704",0
"155705",0
"155706",0
"155707",0
"155708",0
"155709",0
"155710",0
"155711",0
"155712",0
"155713",0
"155714",0
"155715",0
"155716",0
"155717",0
"155718",0
"155719",0
"155720",0
"155721",0
"155722",0
"155723",0
"155724",0
"155725",0
"155726",0
"155727",0
"155728",0
"155729",0
"155730",0
"155731",0
"155732",0
"155733",0
"155734",0
"155735",0
"155736",0
"155737",0
"155738",0
"155739",0
"155740",0
"155741",0
"155742",0
"155743",0
"155744",0
"155745",0
"155746",0
"155747",0
"155748",0
"155749",0
"155750",0
"155751",0
"155752",0
"155753",0
"155754",0
"155755",0
"155756",0
"155757",0
"155758",0
"155759",0
"155760",0
"155761",0
"155762",0
"155763",0
"155764",0
"155765",0
"155766",0
"155767",0
"155768",0
"155769",0
"155770",0
"155771",0
"155772",0
"155773",0
"155774",0
"155775",0
"155776",0
"155777",0
"155778",0
"155779",0
"155780",0
"155781",0
"155782",0
"155783",0
"155784",0
"155785",0
"155786",0
"155787",0
"155788",0
"155789",0
"155790",0
"155791",0
"155792",0
"155793",0
"155794",0
"155795",0
"155796",0
"155797",0
"155798",0
"155799",0
"155800",0
"155801",0
"155802",0
"155803",0
"155804",0
"155805",0
"155806",0
"155807",0
"155808",0
"155809",0
"155810",0
"155811",0
"155812",0
"155813",0
"155814",0
"155815",0
"155816",0
"155817",0
"155818",0
"155819",0
"155820",0
"155821",0
"155822",0
"155823",0
"155824",0
"155825",0
"155826",0
"155827",0
"155828",0
"155829",0
"155830",0
"155831",0
"155832",0
"155833",0
"155834",0
"155835",0
"155836",0
"155837",0
"155838",0
"155839",0
"155840",0
"155841",0
"155842",0
"155843",0
"155844",0
"155845",0
"155846",0
"155847",0
"155848",0
"155849",0
"155850",0
"155851",0
"155852",0
"155853",0
"155854",0
"155855",0
"155856",0
"155857",0
"155858",0
"155859",0
"155860",0
"155861",0
"155862",0
"155863",0
"155864",0
"155865",0
"155866",0
"155867",0
"155868",0
"155869",0
"155870",0
"155871",0
"155872",0
"155873",0
"155874",0
"155875",0
"155876",0
"155877",0
"155878",0
"155879",0
"155880",0
"155881",0
"155882",0
"155883",0
"155884",0
"155885",0
"155886",0
"155887",0
"155888",0
"155889",0
"155890",0
"155891",0
"155892",0
"155893",0
"155894",0
"155895",0
"155896",0
"155897",0
"155898",0
"155899",0
"155900",0
"155901",0
"155902",0
"155903",0
"155904",0
"155905",0
"155906",0
"155907",0
"155908",0
"155909",0
"155910",0
"155911",0
"155912",0
"155913",0
"155914",0
"155915",0
"155916",0
"155917",0
"155918",0
"155919",0
"155920",0
"155921",0
"155922",0
"155923",0
"155924",0
"155925",0
"155926",0
"155927",0
"155928",0
"155929",0
"155930",0
"155931",0
"155932",0
"155933",0
"155934",0
"155935",0
"155936",0
"155937",0
"155938",0
"155939",0
"155940",0
"155941",0
"155942",0
"155943",0
"155944",0
"155945",0
"155946",0
"155947",0
"155948",0
"155949",0
"155950",0
"155951",0
"155952",0
"155953",0
"155954",0
"155955",0
"155956",0
"155957",0
"155958",0
"155959",0
"155960",0
"155961",0
"155962",0
"155963",0
"155964",0
"155965",0
"155966",0
"155967",0
"155968",0
"155969",0
"155970",0
"155971",0
"155972",0
"155973",0
"155974",0
"155975",0
"155976",0
"155977",0
"155978",0
"155979",0
"155980",0
"155981",0
"155982",0
"155983",0
"155984",0
"155985",0
"155986",0
"155987",0
"155988",0
"155989",0
"155990",0
"155991",0
"155992",0
"155993",0
"155994",0
"155995",0
"155996",0
"155997",0
"155998",0
"155999",0
"156000",0
"156001",0
"156002",0
"156003",0
"156004",0
"156005",0
"156006",0
"156007",0
"156008",0
"156009",0
"156010",0
"156011",0
"156012",0
"156013",0
"156014",0
"156015",0
"156016",0
"156017",0
"156018",0
"156019",0
"156020",0
"156021",0
"156022",0
"156023",0
"156024",0
"156025",0
"156026",0
"156027",0
"156028",0
"156029",0
"156030",0
"156031",0
"156032",0
"156033",0
"156034",0
"156035",0
"156036",0
"156037",0
"156038",0
"156039",0
"156040",0
"156041",0
"156042",0
"156043",0
"156044",0
"156045",0
"156046",0
"156047",0
"156048",0
"156049",0
"156050",0
"156051",0
"156052",0
"156053",0
"156054",0
"156055",0
"156056",0
"156057",0
"156058",0
"156059",0
"156060",0
"156061",0
"156062",0
"156063",0
"156064",0
"156065",0
"156066",0
"156067",0
"156068",0
"156069",0
"156070",0
"156071",0
"156072",0
"156073",0
"156074",0
"156075",0
"156076",0
"156077",0
"156078",0
"156079",0
"156080",0
"156081",0
"156082",0
"156083",0
"156084",0
"156085",0
"156086",0
"156087",0
"156088",0
"156089",0
"156090",0
"156091",0
"156092",0
"156093",0
"156094",0
"156095",0
"156096",0
"156097",0
"156098",0
"156099",0
"156100",0
"156101",0
"156102",0
"156103",0
"156104",0
"156105",0
"156106",0
"156107",0
"156108",0
"156109",0
"156110",0
"156111",0
"156112",0
"156113",0
"156114",0
"156115",0
"156116",0
"156117",0
"156118",0
"156119",0
"156120",0
"156121",0
"156122",0
"156123",0
"156124",0
"156125",0
"156126",0
"156127",0
"156128",0
"156129",0
"156130",0
"156131",0
"156132",0
"156133",0
"156134",0
"156135",0
"156136",0
"156137",0
"156138",0
"156139",0
"156140",0
"156141",0
"156142",0
"156143",0
"156144",0
"156145",0
"156146",0
"156147",0
"156148",0
"156149",0
"156150",0
"156151",0
"156152",0
"156153",0
"156154",0
"156155",0
"156156",0
"156157",0
"156158",0
"156159",0
"156160",0
"156161",0
"156162",0
"156163",0
"156164",0
"156165",0
"156166",0
"156167",0
"156168",0
"156169",0
"156170",0
"156171",0
"156172",0
"156173",0
"156174",0
"156175",0
"156176",0
"156177",0
"156178",0
"156179",0
"156180",0
"156181",0
"156182",0
"156183",0
"156184",0
"156185",0
"156186",0
"156187",0
"156188",0
"156189",0
"156190",0
"156191",0
"156192",0
"156193",0
"156194",0
"156195",0
"156196",0
"156197",0
"156198",0
"156199",0
"156200",0
"156201",0
"156202",0
"156203",0
"156204",0
"156205",0
"156206",0
"156207",0
"156208",0
"156209",0
"156210",0
"156211",0
"156212",0
"156213",0
"156214",0
"156215",0
"156216",0
"156217",0
"156218",0
"156219",0
"156220",0
"156221",0
"156222",0
"156223",0
"156224",0
"156225",0
"156226",0
"156227",0
"156228",0
"156229",0
"156230",0
"156231",0
"156232",0
"156233",0
"156234",0
"156235",0
"156236",0
"156237",0
"156238",0
"156239",0
"156240",0
"156241",0
"156242",0
"156243",0
"156244",0
"156245",0
"156246",0
"156247",0
"156248",0
"156249",0
"156250",0
"156251",0
"156252",0
"156253",0
"156254",0
"156255",0
"156256",0
"156257",0
"156258",0
"156259",0
"156260",0
"156261",0
"156262",0
"156263",0
"156264",0
"156265",0
"156266",0
"156267",0
"156268",0
"156269",0
"156270",0
"156271",0
"156272",0
"156273",0
"156274",0
"156275",0
"156276",0
"156277",0
"156278",0
"156279",0
"156280",0
"156281",0
"156282",0
"156283",0
"156284",0
"156285",0
"156286",0
"156287",0
"156288",0
"156289",0
"156290",0
"156291",0
"156292",0
"156293",0
"156294",0
"156295",0
"156296",0
"156297",0
"156298",0
"156299",0
"156300",0
"156301",0
"156302",0
"156303",0
"156304",0
"156305",0
"156306",0
"156307",0
"156308",0
"156309",0
"156310",0
"156311",0
"156312",0
"156313",0
"156314",0
"156315",0
"156316",0
"156317",0
"156318",0
"156319",0
"156320",0
"156321",0
"156322",0
"156323",0
"156324",0
"156325",0
"156326",0
"156327",0
"156328",0
"156329",0
"156330",0
"156331",0
"156332",0
"156333",0
"156334",0
"156335",0
"156336",0
"156337",0
"156338",0
"156339",0
"156340",0
"156341",0
"156342",0
"156343",0
"156344",0
"156345",0
"156346",0
"156347",0
"156348",0
"156349",0
"156350",0
"156351",0
"156352",0
"156353",0
"156354",0
"156355",0
"156356",0
"156357",0
"156358",0
"156359",0
"156360",0
"156361",0
"156362",0
"156363",0
"156364",0
"156365",0
"156366",0
"156367",0
"156368",0
"156369",0
"156370",0
"156371",0
"156372",0
"156373",0
"156374",0
"156375",0
"156376",0
"156377",0
"156378",0
"156379",0
"156380",0
"156381",0
"156382",0
"156383",0
"156384",0
"156385",0
"156386",0
"156387",0
"156388",0
"156389",0
"156390",0
"156391",0
"156392",0
"156393",0
"156394",0
"156395",0
"156396",0
"156397",0
"156398",0
"156399",0
"156400",0
"156401",0
"156402",0
"156403",0
"156404",0
"156405",0
"156406",0
"156407",0
"156408",0
"156409",0
"156410",0
"156411",0
"156412",0
"156413",0
"156414",0
"156415",0
"156416",0
"156417",0
"156418",0
"156419",0
"156420",0
"156421",0
"156422",0
"156423",0
"156424",0
"156425",0
"156426",0
"156427",0
"156428",0
"156429",0
"156430",0
"156431",0
"156432",0
"156433",0
"156434",0
"156435",0
"156436",0
"156437",0
"156438",0
"156439",0
"156440",0
"156441",0
"156442",0
"156443",0
"156444",0
"156445",0
"156446",0
"156447",0
"156448",0
"156449",0
"156450",0
"156451",0
"156452",0
"156453",0
"156454",0
"156455",0
"156456",0
"156457",0
"156458",0
"156459",0
"156460",0
"156461",0
"156462",0
"156463",0
"156464",0
"156465",0
"156466",0
"156467",0
"156468",0
"156469",0
"156470",0
"156471",0
"156472",0
"156473",0
"156474",0
"156475",0
"156476",0
"156477",0
"156478",0
"156479",0
"156480",0
"156481",0
"156482",0
"156483",0
"156484",0
"156485",0
"156486",0
"156487",0
"156488",0
"156489",0
"156490",0
"156491",0
"156492",0
"156493",0
"156494",0
"156495",0
"156496",0
"156497",0
"156498",0
"156499",0
"156500",0
"156501",0
"156502",0
"156503",0
"156504",0
"156505",0
"156506",0
"156507",0
"156508",0
"156509",0
"156510",0
"156511",0
"156512",0
"156513",0
"156514",0
"156515",0
"156516",0
"156517",0
"156518",0
"156519",0
"156520",0
"156521",0
"156522",0
"156523",0
"156524",0
"156525",0
"156526",0
"156527",0
"156528",0
"156529",0
"156530",0
"156531",0
"156532",0
"156533",0
"156534",0
"156535",0
"156536",0
"156537",0
"156538",0
"156539",0
"156540",0
"156541",0
"156542",0
"156543",0
"156544",0
"156545",0
"156546",0
"156547",0
"156548",0
"156549",0
"156550",0
"156551",0
"156552",0
"156553",0
"156554",0
"156555",0
"156556",0
"156557",0
"156558",0
"156559",0
"156560",0
"156561",0
"156562",0
"156563",0
"156564",0
"156565",0
"156566",0
"156567",0
"156568",0
"156569",0
"156570",0
"156571",0
"156572",0
"156573",0
"156574",0
"156575",0
"156576",0
"156577",0
"156578",0
"156579",0
"156580",0
"156581",0
"156582",0
"156583",0
"156584",0
"156585",0
"156586",0
"156587",0
"156588",0
"156589",0
"156590",0
"156591",0
"156592",0
"156593",0
"156594",0
"156595",0
"156596",0
"156597",0
"156598",0
"156599",0
"156600",0
"156601",0
"156602",0
"156603",0
"156604",0
"156605",0
"156606",0
"156607",0
"156608",0
"156609",0
"156610",0
"156611",0
"156612",0
"156613",0
"156614",0
"156615",0
"156616",0
"156617",0
"156618",0
"156619",0
"156620",0
"156621",0
"156622",0
"156623",0
"156624",0
"156625",0
"156626",0
"156627",0
"156628",0
"156629",0
"156630",0
"156631",0
"156632",0
"156633",0
"156634",0
"156635",0
"156636",0
"156637",0
"156638",0
"156639",0
"156640",0
"156641",0
"156642",0
"156643",0
"156644",0
"156645",0
"156646",0
"156647",0
"156648",0
"156649",0
"156650",0
"156651",0
"156652",0
"156653",0
"156654",0
"156655",0
"156656",0
"156657",0
"156658",0
"156659",0
"156660",0
"156661",0
"156662",0
"156663",0
"156664",0
"156665",0
"156666",0
"156667",0
"156668",0
"156669",0
"156670",0
"156671",0
"156672",0
"156673",0
"156674",0
"156675",0
"156676",0
"156677",0
"156678",0
"156679",0
"156680",0
"156681",0
"156682",0
"156683",0
"156684",0
"156685",0
"156686",0
"156687",0
"156688",0
"156689",0
"156690",0
"156691",0
"156692",0
"156693",0
"156694",0
"156695",0
"156696",0
"156697",0
"156698",0
"156699",0
"156700",0
"156701",0
"156702",0
"156703",0
"156704",0
"156705",0
"156706",0
"156707",0
"156708",0
"156709",0
"156710",0
"156711",0
"156712",0
"156713",0
"156714",0
"156715",0
"156716",0
"156717",0
"156718",0
"156719",0
"156720",0
"156721",0
"156722",0
"156723",0
"156724",0
"156725",0
"156726",0
"156727",0
"156728",0
"156729",0
"156730",0
"156731",0
"156732",0
"156733",0
"156734",0
"156735",0
"156736",0
"156737",0
"156738",0
"156739",0
"156740",0
"156741",0
"156742",0
"156743",0
"156744",0
"156745",0
"156746",0
"156747",0
"156748",0
"156749",0
"156750",0
"156751",0
"156752",0
"156753",0
"156754",0
"156755",0
"156756",0
"156757",0
"156758",0
"156759",0
"156760",0
"156761",0
"156762",0
"156763",0
"156764",0
"156765",0
"156766",0
"156767",0
"156768",0
"156769",0
"156770",0
"156771",0
"156772",0
"156773",0
"156774",0
"156775",0
"156776",0
"156777",0
"156778",0
"156779",0
"156780",0
"156781",0
"156782",0
"156783",0
"156784",0
"156785",0
"156786",0
"156787",0
"156788",0
"156789",0
"156790",0
"156791",0
"156792",0
"156793",0
"156794",0
"156795",0
"156796",0
"156797",0
"156798",0
"156799",0
"156800",0
"156801",0
"156802",0
"156803",0
"156804",0
"156805",0
"156806",0
"156807",0
"156808",0
"156809",0
"156810",0
"156811",0
"156812",0
"156813",0
"156814",0
"156815",0
"156816",0
"156817",0
"156818",0
"156819",0
"156820",0
"156821",0
"156822",0
"156823",0
"156824",0
"156825",0
"156826",0
"156827",0
"156828",0
"156829",0
"156830",0
"156831",0
"156832",0
"156833",0
"156834",0
"156835",0
"156836",0
"156837",0
"156838",0
"156839",0
"156840",0
"156841",0
"156842",0
"156843",0
"156844",0
"156845",0
"156846",0
"156847",0
"156848",0
"156849",0
"156850",0
"156851",0
"156852",0
"156853",0
"156854",0
"156855",0
"156856",0
"156857",0
"156858",0
"156859",0
"156860",0
"156861",0
"156862",0
"156863",0
"156864",0
"156865",0
"156866",0
"156867",0
"156868",0
"156869",0
"156870",0
"156871",0
"156872",0
"156873",0
"156874",0
"156875",0
"156876",0
"156877",0
"156878",0
"156879",0
"156880",0
"156881",0
"156882",0
"156883",0
"156884",0
"156885",0
"156886",0
"156887",0
"156888",0
"156889",0
"156890",0
"156891",0
"156892",0
"156893",0
"156894",0
"156895",0
"156896",0
"156897",0
"156898",0
"156899",0
"156900",0
"156901",0
"156902",0
"156903",0
"156904",0
"156905",0
"156906",0
"156907",0
"156908",0
"156909",0
"156910",0
"156911",0
"156912",0
"156913",0
"156914",0
"156915",0
"156916",0
"156917",0
"156918",0
"156919",0
"156920",0
"156921",0
"156922",0
"156923",0
"156924",0
"156925",0
"156926",0
"156927",0
"156928",0
"156929",0
"156930",0
"156931",0
"156932",0
"156933",0
"156934",0
"156935",0
"156936",0
"156937",0
"156938",0
"156939",0
"156940",0
"156941",0
"156942",0
"156943",0
"156944",0
"156945",0
"156946",0
"156947",0
"156948",0
"156949",0
"156950",0
"156951",0
"156952",0
"156953",0
"156954",0
"156955",0
"156956",0
"156957",0
"156958",0
"156959",0
"156960",0
"156961",0
"156962",0
"156963",0
"156964",0
"156965",0
"156966",0
"156967",0
"156968",0
"156969",0
"156970",0
"156971",0
"156972",0
"156973",0
"156974",0
"156975",0
"156976",0
"156977",0
"156978",0
"156979",0
"156980",0
"156981",0
"156982",0
"156983",0
"156984",0
"156985",0
"156986",0
"156987",0
"156988",0
"156989",0
"156990",0
"156991",0
"156992",0
"156993",0
"156994",0
"156995",0
"156996",0
"156997",0
"156998",0
"156999",0
"157000",0
"157001",0
"157002",0
"157003",0
"157004",0
"157005",0
"157006",0
"157007",0
"157008",0
"157009",0
"157010",0
"157011",0
"157012",0
"157013",0
"157014",0
"157015",0
"157016",0
"157017",0
"157018",0
"157019",0
"157020",0
"157021",0
"157022",0
"157023",0
"157024",0
"157025",0
"157026",0
"157027",0
"157028",0
"157029",0
"157030",0
"157031",0
"157032",0
"157033",0
"157034",0
"157035",0
"157036",0
"157037",0
"157038",0
"157039",0
"157040",0
"157041",0
"157042",0
"157043",0
"157044",0
"157045",0
"157046",0
"157047",0
"157048",0
"157049",0
"157050",0
"157051",0
"157052",0
"157053",0
"157054",0
"157055",0
"157056",0
"157057",0
"157058",0
"157059",0
"157060",0
"157061",0
"157062",0
"157063",0
"157064",0
"157065",0
"157066",0
"157067",0
"157068",0
"157069",0
"157070",0
"157071",0
"157072",0
"157073",0
"157074",0
"157075",0
"157076",0
"157077",0
"157078",0
"157079",0
"157080",0
"157081",0
"157082",0
"157083",0
"157084",0
"157085",0
"157086",0
"157087",0
"157088",0
"157089",0
"157090",0
"157091",0
"157092",0
"157093",0
"157094",0
"157095",0
"157096",0
"157097",0
"157098",0
"157099",0
"157100",0
"157101",0
"157102",0
"157103",0
"157104",0
"157105",0
"157106",0
"157107",0
"157108",0
"157109",0
"157110",0
"157111",0
"157112",0
"157113",0
"157114",0
"157115",0
"157116",0
"157117",0
"157118",0
"157119",0
"157120",0
"157121",0
"157122",0
"157123",0
"157124",0
"157125",0
"157126",0
"157127",0
"157128",0
"157129",0
"157130",0
"157131",0
"157132",0
"157133",0
"157134",0
"157135",0
"157136",0
"157137",0
"157138",0
"157139",0
"157140",0
"157141",0
"157142",0
"157143",0
"157144",0
"157145",0
"157146",0
"157147",0
"157148",0
"157149",0
"157150",0
"157151",0
"157152",0
"157153",0
"157154",0
"157155",0
"157156",0
"157157",0
"157158",0
"157159",0
"157160",0
"157161",0
"157162",0
"157163",0
"157164",0
"157165",0
"157166",0
"157167",0
"157168",0
"157169",0
"157170",0
"157171",0
"157172",0
"157173",0
"157174",0
"157175",0
"157176",0
"157177",0
"157178",0
"157179",0
"157180",0
"157181",0
"157182",0
"157183",0
"157184",0
"157185",0
"157186",0
"157187",0
"157188",0
"157189",0
"157190",0
"157191",0
"157192",0
"157193",0
"157194",0
"157195",0
"157196",0
"157197",0
"157198",0
"157199",0
"157200",0
"157201",0
"157202",0
"157203",0
"157204",0
"157205",0
"157206",0
"157207",0
"157208",0
"157209",0
"157210",0
"157211",0
"157212",0
"157213",0
"157214",0
"157215",0
"157216",0
"157217",0
"157218",0
"157219",0
"157220",0
"157221",0
"157222",0
"157223",0
"157224",0
"157225",0
"157226",0
"157227",0
"157228",0
"157229",0
"157230",0
"157231",0
"157232",0
"157233",0
"157234",0
"157235",0
"157236",0
"157237",0
"157238",0
"157239",0
"157240",0
"157241",0
"157242",0
"157243",0
"157244",0
"157245",0
"157246",0
"157247",0
"157248",0
"157249",0
"157250",0
"157251",0
"157252",0
"157253",0
"157254",0
"157255",0
"157256",0
"157257",0
"157258",0
"157259",0
"157260",0
"157261",0
"157262",0
"157263",0
"157264",0
"157265",0
"157266",0
"157267",0
"157268",0
"157269",0
"157270",0
"157271",0
"157272",0
"157273",0
"157274",0
"157275",0
"157276",0
"157277",0
"157278",0
"157279",0
"157280",0
"157281",0
"157282",0
"157283",0
"157284",0
"157285",0
"157286",0
"157287",0
"157288",0
"157289",0
"157290",0
"157291",0
"157292",0
"157293",0
"157294",0
"157295",0
"157296",0
"157297",0
"157298",0
"157299",0
"157300",0
"157301",0
"157302",0
"157303",0
"157304",0
"157305",0
"157306",0
"157307",0
"157308",0
"157309",0
"157310",0
"157311",0
"157312",0
"157313",0
"157314",0
"157315",0
"157316",0
"157317",0
"157318",0
"157319",0
"157320",0
"157321",0
"157322",0
"157323",0
"157324",0
"157325",0
"157326",0
"157327",0
"157328",0
"157329",0
"157330",0
"157331",0
"157332",0
"157333",0
"157334",0
"157335",0
"157336",0
"157337",0
"157338",0
